Mod:Item:MetaData, Localized Name
chisel:concrete_magenta:2, Magenta Concrete
chisel:concrete_magenta:3, Magenta Concrete
chisel:concrete_magenta:4, Magenta Concrete
chisel:concrete_magenta:5, Magenta Concrete
chisel:concrete_magenta:6, Magenta Concrete
chisel:concrete_magenta:7, Magenta Concrete
chisel:concrete_magenta:8, Magenta Concrete
chisel:concrete_magenta:9, Magenta Concrete
chisel:concrete_magenta:10, Magenta Concrete
chisel:concrete_magenta:11, Magenta Concrete
chisel:concrete_magenta:12, Magenta Concrete
chisel:concrete_magenta:13, Magenta Concrete
chisel:concrete_magenta:14, Magenta Concrete
chisel:concrete_magenta:15, Magenta Concrete
chisel:concrete_magenta1:0, Magenta Concrete
chisel:concrete_magenta1:1, Magenta Concrete
chisel:concrete_magenta1:2, Magenta Concrete
chisel:concrete_magenta1:3, Magenta Concrete
chisel:concrete_magenta1:4, Magenta Concrete
chisel:concrete_magenta1:5, Magenta Concrete
chisel:concrete_magenta1:6, Magenta Concrete
chisel:concrete_magenta1:7, Magenta Concrete
chisel:concrete_magenta1:8, Magenta Concrete
chisel:concrete_magenta1:9, Magenta Concrete
chisel:concrete_magenta1:10, Magenta Concrete
chisel:concrete_magenta1:11, Magenta Concrete
chisel:concrete_magenta1:12, Magenta Concrete
chisel:concrete_magenta1:13, Magenta Concrete
chisel:concrete_magenta1:14, Magenta Concrete
chisel:concrete_magenta1:15, Magenta Concrete
chisel:concrete_magenta2:0, Magenta Concrete
chisel:concrete_orange:0, Orange Concrete
chisel:concrete_orange:1, Orange Concrete
chisel:concrete_orange:2, Orange Concrete
chisel:concrete_orange:3, Orange Concrete
chisel:concrete_orange:4, Orange Concrete
chisel:concrete_orange:5, Orange Concrete
chisel:concrete_orange:6, Orange Concrete
chisel:concrete_orange:7, Orange Concrete
chisel:concrete_orange:8, Orange Concrete
chisel:concrete_orange:9, Orange Concrete
chisel:concrete_orange:10, Orange Concrete
chisel:concrete_orange:11, Orange Concrete
chisel:concrete_orange:12, Orange Concrete
chisel:concrete_orange:13, Orange Concrete
chisel:concrete_orange:14, Orange Concrete
chisel:concrete_orange:15, Orange Concrete
chisel:concrete_orange1:0, Orange Concrete
chisel:concrete_orange1:1, Orange Concrete
chisel:concrete_orange1:2, Orange Concrete
chisel:concrete_orange1:3, Orange Concrete
chisel:concrete_orange1:4, Orange Concrete
chisel:concrete_orange1:5, Orange Concrete
chisel:concrete_orange1:6, Orange Concrete
chisel:concrete_orange1:7, Orange Concrete
chisel:concrete_orange1:8, Orange Concrete
chisel:concrete_orange1:9, Orange Concrete
chisel:concrete_orange1:10, Orange Concrete
chisel:concrete_orange1:11, Orange Concrete
chisel:concrete_orange1:12, Orange Concrete
chisel:concrete_orange1:13, Orange Concrete
chisel:concrete_orange1:14, Orange Concrete
chisel:concrete_orange1:15, Orange Concrete
chisel:concrete_orange2:0, Orange Concrete
chisel:concrete_white:0, White Concrete
chisel:concrete_white:1, White Concrete
chisel:concrete_white:2, White Concrete
chisel:concrete_white:3, White Concrete
chisel:concrete_white:4, White Concrete
chisel:concrete_white:5, White Concrete
chisel:concrete_white:6, White Concrete
chisel:concrete_white:7, White Concrete
chisel:concrete_white:8, White Concrete
chisel:concrete_white:9, White Concrete
chisel:concrete_white:10, White Concrete
chisel:concrete_white:11, White Concrete
chisel:concrete_white:12, White Concrete
chisel:concrete_white:13, White Concrete
chisel:concrete_white:14, White Concrete
chisel:concrete_white:15, White Concrete
chisel:concrete_white1:0, White Concrete
chisel:concrete_white1:1, White Concrete
chisel:concrete_white1:2, White Concrete
chisel:concrete_white1:3, White Concrete
chisel:concrete_white1:4, White Concrete
chisel:concrete_white1:5, White Concrete
chisel:concrete_white1:6, White Concrete
chisel:concrete_white1:7, White Concrete
chisel:concrete_white1:8, White Concrete
chisel:concrete_white1:9, White Concrete
chisel:concrete_white1:10, White Concrete
chisel:concrete_white1:11, White Concrete
chisel:concrete_white1:12, White Concrete
chisel:concrete_white1:13, White Concrete
chisel:concrete_white1:14, White Concrete
chisel:concrete_white1:15, White Concrete
chisel:concrete_white2:0, White Concrete
chisel:blockcopper:0, Block of Copper
chisel:blockcopper:1, Block of Copper
chisel:blockcopper:2, Block of Copper
chisel:blockcopper:3, Block of Copper
chisel:blockcopper:4, Block of Copper
chisel:blockcopper:5, Block of Copper
chisel:blockcopper:6, Block of Copper
chisel:diamond:0, Block of Diamond
chisel:diamond:1, Block of Diamond
chisel:diamond:2, Block of Diamond
chisel:diamond:3, Block of Diamond
chisel:diamond:4, Block of Diamond
chisel:diamond:5, Block of Diamond
chisel:diamond:6, Block of Diamond
chisel:diamond:7, Block of Diamond
chisel:diamond:8, Block of Diamond
chisel:diamond:9, Block of Diamond
chisel:diamond:10, Block of Diamond
chisel:diamond:11, Block of Diamond
chisel:diorite:0, Diorite
chisel:diorite:1, Diorite
chisel:diorite:2, Diorite
chisel:diorite:3, Diorite
chisel:diorite:4, Diorite
chisel:diorite:5, Diorite
chisel:diorite:6, Diorite
chisel:diorite:7, Diorite
chisel:diorite:8, Diorite
chisel:diorite:9, Diorite
chisel:diorite:10, Diorite
chisel:diorite:11, Diorite
chisel:diorite:12, Diorite
chisel:diorite:13, Diorite
chisel:diorite:14, Diorite
chisel:diorite:15, Diorite
chisel:diorite1:0, Diorite
chisel:diorite1:1, Diorite
chisel:diorite1:2, Diorite
chisel:diorite1:3, Diorite
chisel:diorite1:4, Diorite
chisel:diorite1:5, Diorite
chisel:diorite1:6, Diorite
chisel:diorite1:7, Diorite
chisel:diorite1:8, Diorite
chisel:diorite1:9, Diorite
chisel:diorite1:10, Diorite
chisel:diorite1:11, Diorite
chisel:diorite1:12, Diorite
chisel:diorite1:13, Diorite
chisel:diorite1:14, Diorite
chisel:diorite1:15, Diorite
chisel:diorite2:0, Diorite
chisel:dirt:0, Dirt
chisel:dirt:1, Dirt
chisel:dirt:2, Dirt
chisel:dirt:3, Dirt
chisel:dirt:4, Dirt
chisel:dirt:5, Dirt
chisel:dirt:6, Dirt
chisel:dirt:7, Dirt
chisel:dirt:8, Dirt
chisel:dirt:9, Dirt
chisel:dirt:10, Dirt
chisel:dirt:11, Dirt
chisel:dirt:12, Dirt
chisel:dirt:13, Dirt
chisel:dirt:14, Dirt
chisel:dirt:15, Dirt
chisel:blockelectrum:0, Block of Electrum
chisel:blockelectrum:1, Block of Electrum
chisel:blockelectrum:2, Block of Electrum
chisel:blockelectrum:3, Block of Electrum
chisel:blockelectrum:4, Block of Electrum
chisel:blockelectrum:5, Block of Electrum
chisel:blockelectrum:6, Block of Electrum
chisel:emerald:0, Block of Emerald
chisel:emerald:1, Block of Emerald
chisel:emerald:2, Block of Emerald
chisel:emerald:3, Block of Emerald
chisel:emerald:4, Block of Emerald
chisel:emerald:5, Block of Emerald
chisel:emerald:6, Block of Emerald
chisel:emerald:7, Block of Emerald
chisel:emerald:8, Block of Emerald
chisel:emerald:9, Block of Emerald
chisel:emerald:10, Block of Emerald
chisel:emerald:11, Block of Emerald
chisel:emerald:12, Block of Emerald
chisel:emerald:13, Block of Emerald
chisel:purpur:0, Purpur Block
chisel:purpur:1, Purpur Block
chisel:purpur:2, Purpur Block
chisel:purpur:3, Purpur Block
chisel:purpur:4, Purpur Block
chisel:purpur:5, Purpur Block
chisel:purpur:6, Purpur Block
chisel:purpur:7, Purpur Block
chisel:purpur:8, Purpur Block
chisel:purpur:9, Purpur Block
chisel:purpur:10, Purpur Block
chisel:purpur:11, Purpur Block
chisel:purpur:12, Purpur Block
chisel:purpur:13, Purpur Block
chisel:purpur:14, Purpur Block
chisel:purpur:15, Purpur Block
chisel:purpur1:0, Purpur Block
chisel:purpur1:1, Purpur Block
chisel:purpur1:2, Purpur Block
chisel:purpur1:3, Purpur Block
chisel:purpur1:4, Purpur Block
chisel:purpur1:5, Purpur Block
chisel:purpur1:6, Purpur Block
chisel:purpur1:7, Purpur Block
chisel:purpur1:8, Purpur Block
chisel:purpur1:9, Purpur Block
chisel:purpur2:0, Purpur Block
chisel:purpur2:1, Purpur Block
chisel:purpur2:2, Purpur Block
chisel:purpur2:3, Purpur Block
chisel:purpur2:4, Purpur Block
chisel:endstone:0, Endstone
chisel:endstone:1, Endstone
chisel:endstone:2, Endstone
chisel:endstone:3, Endstone
chisel:endstone:4, Endstone
chisel:endstone:5, Endstone
chisel:endstone:6, Endstone
chisel:endstone:7, Endstone
chisel:endstone:8, Endstone
chisel:endstone:9, Endstone
chisel:endstone:10, Endstone
chisel:endstone:11, Endstone
chisel:endstone:12, Endstone
chisel:endstone:13, Endstone
chisel:endstone:14, Endstone
chisel:endstone:15, Endstone
chisel:endstone1:0, Endstone
chisel:endstone1:1, Endstone
chisel:endstone1:2, Endstone
chisel:endstone1:3, Endstone
chisel:endstone1:4, Endstone
chisel:endstone1:5, Endstone
chisel:endstone1:6, Endstone
chisel:endstone1:7, Endstone
chisel:endstone1:8, Endstone
chisel:endstone1:9, Endstone
chisel:endstone2:0, Endstone
chisel:endstone2:1, Endstone
chisel:endstone2:2, Endstone
chisel:endstone2:3, Endstone
chisel:endstone2:4, Endstone
chisel:endstone2:5, Endstone
chisel:endstone2:6, Endstone
chisel:factory:0, Factory Block
chisel:factory:1, Factory Block
chisel:factory:2, Factory Block
chisel:factory:3, Factory Block
chisel:factory:4, Factory Block
chisel:factory:5, Factory Block
chisel:factory:6, Factory Block
chisel:factory:7, Factory Block
chisel:factory:8, Factory Block
chisel:factory:9, Factory Block
chisel:factory:10, Factory Block
chisel:factory:11, Factory Block
chisel:factory:12, Factory Block
chisel:factory:13, Factory Block
chisel:factory:14, Factory Block
chisel:factory:15, Factory Block
chisel:factory1:0, Factory Block
chisel:factory1:1, Factory Block
chisel:factory1:2, Factory Block
chisel:factory1:3, Factory Block
chisel:factory1:4, Factory Block
chisel:futura:0, Futura Block
chisel:futura:1, Futura Block
chisel:futura:2, Futura Block
chisel:futura:3, Futura Block
chisel:futura:4, Futura Block
chisel:futura:5, Futura Block
chisel:glass:0, Glass
chisel:glass:1, Glass
chisel:glass:2, Glass
chisel:glass:3, Glass
chisel:glass:4, Glass
chisel:glass:5, Glass
chisel:glass:6, Glass
chisel:glass:7, Glass
chisel:glass:8, Glass
chisel:glass:9, Glass
chisel:glass:10, Glass
chisel:glass:11, Glass
chisel:glass:12, Glass
chisel:glass:13, Glass
chisel:glass:14, Glass
chisel:glass:15, Glass
chisel:glass1:0, Glass
chisel:glass1:1, Glass
chisel:glasspane:0, Glass Pane
chisel:glasspane:1, Glass Pane
chisel:glasspane:2, Glass Pane
chisel:glasspane:3, Glass Pane
chisel:glasspane:4, Glass Pane
chisel:glasspane:5, Glass Pane
chisel:glasspane:6, Glass Pane
chisel:glasspane:7, Glass Pane
chisel:glasspane:8, Glass Pane
chisel:glasspane:9, Glass Pane
chisel:glasspane:10, Glass Pane
chisel:glasspane:11, Glass Pane
chisel:glasspane:12, Glass Pane
chisel:glasspane:13, Glass Pane
chisel:glasspane:14, Glass Pane
chisel:glasspane:15, Glass Pane
chisel:glasspane1:0, Glass Pane
chisel:glasspane1:1, Glass Pane
chisel:glassdyedblack:0, Black Stained Glass
chisel:glassdyedblack:1, Black Stained Glass
chisel:glassdyedblack:2, Black Stained Glass
chisel:glassdyedblack:3, Black Stained Glass
chisel:glassdyedblack:4, Black Stained Glass
chisel:glassdyedblack:5, Black Stained Glass
chisel:glasspanedyedblack:0, Black Stained Glass Pane
chisel:glasspanedyedblack:1, Black Stained Glass Pane
chisel:glasspanedyedblack:2, Black Stained Glass Pane
chisel:glasspanedyedblack:3, Black Stained Glass Pane
chisel:glasspanedyedblack:4, Black Stained Glass Pane
chisel:glasspanedyedblack:5, Black Stained Glass Pane
chisel:glassdyedred:0, Red Stained Glass
chisel:glassdyedred:1, Red Stained Glass
chisel:glassdyedred:2, Red Stained Glass
chisel:glassdyedred:3, Red Stained Glass
chisel:glassdyedred:4, Red Stained Glass
chisel:glassdyedred:5, Red Stained Glass
chisel:glasspanedyedred:0, Red Stained Glass Pane
chisel:glasspanedyedred:1, Red Stained Glass Pane
chisel:glasspanedyedred:2, Red Stained Glass Pane
chisel:glasspanedyedred:3, Red Stained Glass Pane
chisel:glasspanedyedred:4, Red Stained Glass Pane
chisel:glasspanedyedred:5, Red Stained Glass Pane
chisel:glassdyedgreen:0, Green Stained Glass
chisel:glassdyedgreen:1, Green Stained Glass
chisel:glassdyedgreen:2, Green Stained Glass
chisel:glassdyedgreen:3, Green Stained Glass
chisel:glassdyedgreen:4, Green Stained Glass
chisel:glassdyedgreen:5, Green Stained Glass
chisel:glasspanedyedgreen:0, Green Stained Glass Pane
chisel:glasspanedyedgreen:1, Green Stained Glass Pane
chisel:glasspanedyedgreen:2, Green Stained Glass Pane
chisel:glasspanedyedgreen:3, Green Stained Glass Pane
chisel:glasspanedyedgreen:4, Green Stained Glass Pane
chisel:glasspanedyedgreen:5, Green Stained Glass Pane
chisel:glassdyedbrown:0, Brown Stained Glass
chisel:glassdyedbrown:1, Brown Stained Glass
chisel:glassdyedbrown:2, Brown Stained Glass
chisel:glassdyedbrown:3, Brown Stained Glass
chisel:glassdyedbrown:4, Brown Stained Glass
chisel:glassdyedbrown:5, Brown Stained Glass
chisel:glasspanedyedbrown:0, Brown Stained Glass Pane
chisel:glasspanedyedbrown:1, Brown Stained Glass Pane
chisel:glasspanedyedbrown:2, Brown Stained Glass Pane
chisel:glasspanedyedbrown:3, Brown Stained Glass Pane
chisel:glasspanedyedbrown:4, Brown Stained Glass Pane
chisel:glasspanedyedbrown:5, Brown Stained Glass Pane
chisel:glassdyedblue:0, Blue Stained Glass
chisel:glassdyedblue:1, Blue Stained Glass
chisel:glassdyedblue:2, Blue Stained Glass
chisel:glassdyedblue:3, Blue Stained Glass
chisel:glassdyedblue:4, Blue Stained Glass
chisel:glassdyedblue:5, Blue Stained Glass
chisel:glasspanedyedblue:0, Blue Stained Glass Pane
chisel:glasspanedyedblue:1, Blue Stained Glass Pane
chisel:glasspanedyedblue:2, Blue Stained Glass Pane
chisel:glasspanedyedblue:3, Blue Stained Glass Pane
chisel:glasspanedyedblue:4, Blue Stained Glass Pane
chisel:glasspanedyedblue:5, Blue Stained Glass Pane
chisel:glassdyedpurple:0, Purple Stained Glass
chisel:glassdyedpurple:1, Purple Stained Glass
chisel:glassdyedpurple:2, Purple Stained Glass
chisel:glassdyedpurple:3, Purple Stained Glass
chisel:glassdyedpurple:4, Purple Stained Glass
chisel:glassdyedpurple:5, Purple Stained Glass
chisel:glasspanedyedpurple:0, Purple Stained Glass Pane
chisel:glasspanedyedpurple:1, Purple Stained Glass Pane
chisel:glasspanedyedpurple:2, Purple Stained Glass Pane
chisel:glasspanedyedpurple:3, Purple Stained Glass Pane
chisel:glasspanedyedpurple:4, Purple Stained Glass Pane
chisel:glasspanedyedpurple:5, Purple Stained Glass Pane
chisel:glassdyedcyan:0, Cyan Stained Glass
chisel:glassdyedcyan:1, Cyan Stained Glass
chisel:glassdyedcyan:2, Cyan Stained Glass
chisel:glassdyedcyan:3, Cyan Stained Glass
chisel:glassdyedcyan:4, Cyan Stained Glass
chisel:glassdyedcyan:5, Cyan Stained Glass
chisel:glasspanedyedcyan:0, Cyan Stained Glass Pane
chisel:glasspanedyedcyan:1, Cyan Stained Glass Pane
chisel:glasspanedyedcyan:2, Cyan Stained Glass Pane
chisel:glasspanedyedcyan:3, Cyan Stained Glass Pane
chisel:glasspanedyedcyan:4, Cyan Stained Glass Pane
chisel:glasspanedyedcyan:5, Cyan Stained Glass Pane
chisel:glassdyedlightgray:0, Light Gray Stained Glass
chisel:glassdyedlightgray:1, Light Gray Stained Glass
chisel:glassdyedlightgray:2, Light Gray Stained Glass
chisel:glassdyedlightgray:3, Light Gray Stained Glass
chisel:glassdyedlightgray:4, Light Gray Stained Glass
chisel:glassdyedlightgray:5, Light Gray Stained Glass
chisel:glasspanedyedlightgray:0, Light Gray Stained Glass Pane
chisel:glasspanedyedlightgray:1, Light Gray Stained Glass Pane
chisel:glasspanedyedlightgray:2, Light Gray Stained Glass Pane
chisel:glasspanedyedlightgray:3, Light Gray Stained Glass Pane
chisel:glasspanedyedlightgray:4, Light Gray Stained Glass Pane
chisel:glasspanedyedlightgray:5, Light Gray Stained Glass Pane
chisel:glassdyedgray:0, Gray Stained Glass
chisel:glassdyedgray:1, Gray Stained Glass
chisel:glassdyedgray:2, Gray Stained Glass
chisel:glassdyedgray:3, Gray Stained Glass
chisel:glassdyedgray:4, Gray Stained Glass
chisel:glassdyedgray:5, Gray Stained Glass
chisel:glasspanedyedgray:0, Gray Stained Glass Pane
chisel:glasspanedyedgray:1, Gray Stained Glass Pane
chisel:glasspanedyedgray:2, Gray Stained Glass Pane
chisel:glasspanedyedgray:3, Gray Stained Glass Pane
chisel:glasspanedyedgray:4, Gray Stained Glass Pane
chisel:glasspanedyedgray:5, Gray Stained Glass Pane
chisel:glassdyedpink:0, Pink Stained Glass
chisel:glassdyedpink:1, Pink Stained Glass
chisel:glassdyedpink:2, Pink Stained Glass
chisel:glassdyedpink:3, Pink Stained Glass
chisel:glassdyedpink:4, Pink Stained Glass
chisel:glassdyedpink:5, Pink Stained Glass
chisel:glasspanedyedpink:0, Pink Stained Glass Pane
chisel:glasspanedyedpink:1, Pink Stained Glass Pane
chisel:glasspanedyedpink:2, Pink Stained Glass Pane
chisel:glasspanedyedpink:3, Pink Stained Glass Pane
chisel:glasspanedyedpink:4, Pink Stained Glass Pane
chisel:glasspanedyedpink:5, Pink Stained Glass Pane
chisel:glassdyedlime:0, Lime Stained Glass
chisel:glassdyedlime:1, Lime Stained Glass
chisel:glassdyedlime:2, Lime Stained Glass
chisel:glassdyedlime:3, Lime Stained Glass
chisel:glassdyedlime:4, Lime Stained Glass
chisel:glassdyedlime:5, Lime Stained Glass
chisel:glasspanedyedlime:0, Lime Stained Glass Pane
chisel:glasspanedyedlime:1, Lime Stained Glass Pane
chisel:glasspanedyedlime:2, Lime Stained Glass Pane
chisel:glasspanedyedlime:3, Lime Stained Glass Pane
chisel:glasspanedyedlime:4, Lime Stained Glass Pane
chisel:glasspanedyedlime:5, Lime Stained Glass Pane
chisel:glassdyedyellow:0, Yellow Stained Glass
chisel:glassdyedyellow:1, Yellow Stained Glass
chisel:glassdyedyellow:2, Yellow Stained Glass
chisel:glassdyedyellow:3, Yellow Stained Glass
chisel:glassdyedyellow:4, Yellow Stained Glass
chisel:glassdyedyellow:5, Yellow Stained Glass
chisel:glasspanedyedyellow:0, Yellow Stained Glass Pane
chisel:glasspanedyedyellow:1, Yellow Stained Glass Pane
chisel:glasspanedyedyellow:2, Yellow Stained Glass Pane
chisel:glasspanedyedyellow:3, Yellow Stained Glass Pane
chisel:glasspanedyedyellow:4, Yellow Stained Glass Pane
chisel:glasspanedyedyellow:5, Yellow Stained Glass Pane
chisel:glassdyedlightblue:0, Light Blue Stained Glass
chisel:glassdyedlightblue:1, Light Blue Stained Glass
chisel:glassdyedlightblue:2, Light Blue Stained Glass
chisel:glassdyedlightblue:3, Light Blue Stained Glass
chisel:glassdyedlightblue:4, Light Blue Stained Glass
chisel:glassdyedlightblue:5, Light Blue Stained Glass
chisel:glasspanedyedlightblue:0, Light Blue Stained Glass Pane
chisel:glasspanedyedlightblue:1, Light Blue Stained Glass Pane
chisel:glasspanedyedlightblue:2, Light Blue Stained Glass Pane
chisel:glasspanedyedlightblue:3, Light Blue Stained Glass Pane
chisel:glasspanedyedlightblue:4, Light Blue Stained Glass Pane
chisel:glasspanedyedlightblue:5, Light Blue Stained Glass Pane
chisel:glassdyedmagenta:0, Magenta Stained Glass
chisel:glassdyedmagenta:1, Magenta Stained Glass
chisel:glassdyedmagenta:2, Magenta Stained Glass
chisel:glassdyedmagenta:3, Magenta Stained Glass
chisel:glassdyedmagenta:4, Magenta Stained Glass
chisel:glassdyedmagenta:5, Magenta Stained Glass
chisel:glasspanedyedmagenta:0, Magenta Stained Glass Pane
chisel:glasspanedyedmagenta:1, Magenta Stained Glass Pane
chisel:glasspanedyedmagenta:2, Magenta Stained Glass Pane
chisel:glasspanedyedmagenta:3, Magenta Stained Glass Pane
chisel:glasspanedyedmagenta:4, Magenta Stained Glass Pane
